Local authority code,Local authority name,LSOA code,LSOA name,median_house_price,Employment (walking),Education (walking),Healthcare (walking),Leisure and Community (walking),Shopping (walking),Residential (walking),Overall (walking),Employment (cycling),Education (cycling),Healthcare (cycling),Leisure and Community (cycling),Shopping (cycling),Residential (cycling),Overall (cycling),Business (public transport),Education (public transport),Healthcare (public transport),Leisure and Community (public transport),Shopping (public transport),Residential (public transport),Overall (public transport),Employment (driving),Education (driving),Healthcare (driving),Leisure and Community (driving),Shopping (driving),Residential (driving),Overall (driving),Employment (overall),Education (overall),Healthcare (overall),Leisure and Community (overall),Shopping (overall),Residential (overall),Overall,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E08000036,Wakefield,E01011867,Wakefield 042E,152000,38.1,62.48,62.09,65.64,83.52,61.55,67.76,55.48,70.21,61.38,72.4,86.47,68.95,67.25,52.92,71.71,60.93,63.49,79.77,57.44,65.5,78.69,83.97,72.34,85.26,92.31,87.87,86.74,50.22,67.2,61.77,65.11,81.91,60.69,66.66,44.817,0.429,0.256,61.246,1.398,1.205,14.838,8.214,0.628,0.358,1.573,0.391,33.365,-0.624,-0.384,-0.369
E08000036,Wakefield,E01011868,Wakefield 045C,175000,40.64,49.86,45.16,49.68,68.15,62.26,56.69,53.98,64.99,57.71,65.0,81.12,66.53,63.53,53.78,66.2,57.52,58.69,74.32,57.02,62.54,78.88,79.5,72.52,81.6,91.15,88.19,85.24,51.13,57.93,52.51,55.29,72.0,60.62,60.38,30.363,0.274,0.193,34.667,0.885,1.15,20.738,5.904,0.303,0.254,0.761,0.314,39.658,-0.215,-0.434,-0.748
E08000036,Wakefield,E01011869,Wakefield 043B,83000,45.07,56.53,59.63,60.63,89.36,64.88,68.21,53.82,66.27,64.68,68.15,93.86,66.2,66.31,58.22,74.18,66.42,65.24,86.09,60.3,69.86,79.86,84.96,77.06,84.68,96.53,89.0,88.6,54.94,64.92,63.79,63.48,88.08,63.33,69.03,52.242,0.459,0.24,70.461,1.36,1.933,18.394,31.492,0.802,0.333,1.505,0.463,31.076,0.937,0.61,-0.028
E08000036,Wakefield,E01011870,Wakefield 043C,168000,45.38,52.34,50.94,54.3,78.35,63.69,62.24,53.42,63.23,58.1,63.86,83.91,65.53,63.23,55.53,69.04,59.27,58.51,76.98,58.05,64.35,79.74,81.74,73.13,81.19,92.54,88.91,86.11,53.23,60.36,55.96,57.11,78.06,61.67,63.53,21.267,0.163,0.161,28.337,0.698,0.546,14.707,6.52,0.214,0.096,0.048,0.34,36.468,-1.627,-0.601,-0.222
E08000036,Wakefield,E01011871,Wakefield 043D,147500,42.26,48.19,48.0,51.53,71.65,62.95,58.02,53.31,61.43,56.25,62.31,79.28,65.57,61.9,55.38,67.17,60.19,59.84,75.46,58.31,63.86,78.81,75.8,70.73,79.67,89.56,88.08,83.85,52.42,57.29,55.12,56.44,74.05,61.46,61.48,35.491,0.284,0.226,52.915,1.073,0.632,19.077,23.58,0.471,0.184,1.135,0.399,38.37,-0.455,0.243,0.138
E08000036,Wakefield,E01011872,Wakefield 045D,130000,38.85,49.87,36.25,46.09,67.35,61.15,55.08,55.06,65.03,54.59,66.66,82.04,67.75,64.48,52.06,67.11,53.59,58.3,74.79,56.45,62.03,79.05,81.26,72.77,83.75,92.24,88.37,86.28,49.78,58.33,46.45,53.67,71.92,59.95,59.55,51.974,0.454,0.287,81.002,1.194,1.105,23.735,17.24,0.638,0.374,2.152,0.446,40.608,0.475,0.044,-0.125
E08000036,Wakefield,E01011873,Wakefield 006A,185000,44.28,48.51,40.87,44.13,46.51,64.61,49.5,67.14,70.37,62.74,58.21,63.54,75.0,66.92,65.37,68.55,59.18,56.7,60.49,64.34,63.31,84.62,80.78,82.04,78.79,83.18,91.99,84.66,61.22,58.52,51.74,51.39,54.46,65.82,58.19,9.005,0.095,0.066,9.014,-0.32,-0.293,23.235,13.407,0.148,0.064,-0.556,0.196,41.754,0.07,-0.187,-0.047
E08000036,Wakefield,E01011874,Wakefield 009A,225000,43.76,43.75,45.02,46.41,65.82,62.63,54.23,61.34,56.38,57.73,59.27,75.25,70.66,64.08,55.56,58.69,53.92,51.26,62.49,55.77,57.41,83.26,70.03,78.53,76.9,86.85,90.94,83.58,54.0,51.06,50.52,49.79,64.72,60.54,56.77,8.585,0.06,0.078,9.766,0.048,-0.551,17.859,13.651,0.053,0.063,-0.445,0.196,43.229,-2.78,-0.296,0.204
E08000036,Wakefield,E01011875,Wakefield 007A,173500,38.67,22.5,25.1,27.79,34.13,52.94,33.22,63.99,48.34,47.36,43.78,51.15,71.34,57.59,53.17,46.27,40.64,38.51,39.54,53.78,46.09,86.45,80.4,82.54,79.16,83.33,93.98,85.43,51.7,34.17,34.41,34.29,37.75,55.24,41.95,34.755,0.271,0.172,43.743,0.801,0.452,43.063,30.743,0.379,0.25,1.194,0.325,58.051,2.709,0.38,0.571
E08000036,Wakefield,E01011876,Wakefield 007B,252997.5,48.91,42.3,51.15,44.38,50.04,66.5,50.17,66.48,63.27,69.52,63.36,66.49,74.3,67.02,61.44,65.88,65.16,55.79,60.55,61.38,61.52,85.16,81.67,88.79,83.2,85.88,92.68,87.04,59.64,53.74,59.64,51.45,56.22,65.24,57.53,17.786,0.219,0.103,18.401,0.241,0.495,19.788,12.558,0.333,0.166,0.384,0.2,42.433,-1.388,-0.648,0.532
E08000036,Wakefield,E01011877,Wakefield 006B,227500,49.29,53.35,56.24,50.1,56.08,68.16,56.4,66.91,65.76,71.8,63.2,67.12,74.65,67.7,64.34,69.75,64.11,56.49,61.07,62.67,63.37,84.51,80.08,86.16,80.57,84.25,91.95,85.46,61.64,61.33,61.35,54.25,59.23,66.63,61.04,19.404,0.114,0.143,12.708,1.061,0.503,19.109,10.444,0.14,0.05,-0.895,0.257,38.858,-0.57,-0.239,-0.36
E08000036,Wakefield,E01011878,Wakefield 007C,208650,43.81,47.78,49.1,48.72,47.68,64.71,50.75,65.87,62.5,65.45,58.24,61.58,73.54,64.88,61.21,65.85,58.59,54.44,54.6,60.24,59.38,85.03,80.34,84.87,80.19,82.29,92.47,84.95,58.27,56.56,55.07,52.26,51.92,63.83,56.47,11.884,0.097,0.091,13.145,-0.03,-0.233,25.772,10.111,0.162,0.067,-0.419,0.234,43.353,0.45,-0.246,-0.401
E08000036,Wakefield,E01011879,Wakefield 009B,165000,42.1,52.18,56.36,45.99,72.47,63.6,58.72,61.55,62.47,67.61,59.51,81.18,71.1,66.22,58.41,64.38,63.05,53.71,68.17,58.53,61.63,82.73,75.76,84.39,76.47,90.41,90.42,85.24,55.48,58.24,60.67,50.82,70.85,62.32,60.94,17.665,0.122,0.1,18.023,0.451,0.079,20.698,37.929,0.231,0.08,-0.041,0.251,39.037,-0.07,0.837,-0.195
E08000036,Wakefield,E01011880,Wakefield 007D,193000,52.78,38.47,51.26,40.63,52.19,68.26,49.83,66.48,61.45,68.18,62.76,67.96,74.19,66.88,61.45,64.1,66.03,53.81,61.37,61.28,61.15,84.96,80.26,89.41,83.43,87.44,92.5,87.36,60.51,50.87,60.1,48.81,57.67,65.99,57.19,10.457,0.066,0.07,5.512,-0.225,0.352,26.068,17.989,0.117,0.035,-0.896,0.171,42.596,0.689,0.003,0.079
E08000036,Wakefield,E01011881,Wakefield 008A,190000,54.72,65.51,61.15,52.1,69.19,70.34,65.1,68.4,70.92,77.07,70.02,79.5,76.15,72.41,68.56,77.5,69.89,62.6,73.8,67.39,70.76,84.59,86.39,90.57,84.95,90.79,92.04,89.22,65.77,71.3,66.76,58.64,72.13,69.96,68.75,18.858,0.179,0.121,25.452,0.398,0.377,11.434,23.162,0.297,0.153,0.464,0.268,31.209,-1.421,0.185,0.235
E08000036,Wakefield,E01011882,Wakefield 009C,202500,42.76,50.93,55.01,46.75,71.28,63.61,58.21,61.45,60.97,64.75,59.42,78.74,70.94,65.5,58.29,63.92,62.31,53.93,67.89,58.15,61.42,82.88,74.53,82.95,76.74,89.41,90.57,84.86,55.54,57.31,59.59,51.25,70.05,62.13,60.57,10.981,0.132,0.089,14.929,-0.049,-0.462,15.278,12.528,0.23,0.125,-0.508,0.26,39.427,-2.548,-0.092,-0.452
E08000036,Wakefield,E01011883,Wakefield 009D,223250,45.35,40.44,44.5,46.41,67.07,63.15,53.96,60.79,53.73,55.91,58.19,74.53,70.14,63.1,56.72,58.19,53.54,52.49,64.68,56.39,58.46,83.39,65.59,73.53,73.91,83.28,91.08,81.23,55.02,48.97,50.02,50.3,66.35,61.03,57.13,20.004,0.232,0.135,20.514,0.605,-0.725,20.866,19.853,0.395,0.225,0.044,0.269,42.921,-1.103,-0.143,0.584
E08000036,Wakefield,E01011884,Wakefield 017A,165000,61.5,61.8,75.87,60.74,82.19,73.84,71.41,67.87,72.95,80.71,76.03,81.72,75.64,73.8,68.27,77.02,80.39,67.62,80.88,67.88,73.61,84.83,81.41,92.6,84.18,89.32,92.23,88.28,67.02,69.26,78.88,65.3,81.63,71.74,72.87,5.723,0.104,0.046,5.481,-0.348,-0.448,7.727,13.121,0.173,0.084,-0.932,0.172,27.214,-2.147,-0.153,-0.165
E08000036,Wakefield,E01011885,Wakefield 014A,258500,50.38,42.77,34.52,35.45,47.62,64.84,47.33,67.74,56.9,52.81,56.46,64.53,75.71,65.13,61.37,61.57,50.64,48.37,53.59,60.91,57.25,86.13,71.35,80.48,77.9,83.78,93.51,84.11,60.1,51.81,44.05,43.41,51.53,64.38,54.01,13.627,0.109,0.11,15.292,0.599,-1.097,19.075,12.527,0.155,0.099,-0.135,0.231,45.901,-3.337,-0.422,0.276
E08000036,Wakefield,E01011886,Wakefield 014B,260000,54.66,49.93,45.0,40.96,56.22,69.25,54.29,67.64,60.72,62.03,63.09,69.3,75.34,67.57,64.88,68.42,60.35,54.87,62.74,63.54,63.4,85.72,73.77,83.7,80.88,85.28,93.1,85.46,63.29,58.7,54.13,49.5,60.23,67.59,60.2,8.388,0.105,0.082,11.603,-0.334,-0.357,14.839,7.4,0.153,0.058,-0.607,0.229,39.674,-2.99,-0.89,0.13
E08000036,Wakefield,E01011887,Wakefield 008B,230000,59.0,56.8,61.33,49.3,80.16,72.22,66.3,68.49,68.81,75.9,72.5,83.76,76.08,73.23,67.33,72.6,70.32,60.84,76.13,66.48,69.82,85.55,78.97,90.04,83.19,90.9,92.94,88.4,65.95,64.52,67.03,56.76,78.44,70.39,68.8,4.766,0.063,0.041,6.596,-0.718,0.117,8.122,9.946,0.094,0.051,-0.583,0.165,31.228,-3.527,-0.846,0.389
E08000036,Wakefield,E01011888,Wakefield 014C,276000,53.57,54.84,46.03,41.49,55.79,68.14,55.35,67.44,62.67,60.44,60.73,68.46,75.34,67.21,63.49,69.83,60.83,53.62,60.8,62.43,62.45,85.64,74.88,82.86,79.87,85.07,93.03,85.23,62.13,61.98,54.77,48.93,59.03,66.57,60.1,5.231,0.058,0.057,4.836,-0.183,-0.972,13.906,12.056,0.123,0.041,-1.472,0.181,39.757,-3.995,-0.226,-0.14
E08000036,Wakefield,E01011889,Wakefield 022A,217500,51.19,47.78,30.56,41.58,64.56,69.8,55.29,66.69,67.05,54.4,62.31,73.64,75.23,68.47,60.78,62.25,47.55,51.56,60.57,60.62,59.31,84.73,75.21,76.23,80.12,87.79,92.23,85.48,59.76,55.27,40.74,48.08,63.1,66.47,58.54,5.798,0.062,0.044,7.542,-0.534,0.019,15.561,11.207,0.085,0.06,-0.826,0.194,40.951,-3.199,-0.448,0.166
E08000036,Wakefield,E01011890,Wakefield 014D,277500,51.52,51.67,33.78,42.18,64.05,69.62,56.45,67.48,67.59,57.67,63.05,75.21,75.86,69.38,61.35,67.28,52.96,52.33,62.54,60.95,61.19,84.99,74.64,80.04,80.27,88.31,92.53,85.89,60.3,59.49,45.16,48.77,63.95,66.6,60.05,7.873,0.107,0.076,10.903,-0.196,-0.516,13.499,6.061,0.185,0.077,-0.176,0.182,39.849,-4.86,-0.59,-0.314
E08000036,Wakefield,E01011891,Wakefield 014E,232500,56.43,54.76,46.7,47.9,70.1,72.12,61.57,67.83,67.72,64.64,67.26,75.82,75.83,70.44,64.58,71.48,63.08,58.75,69.85,64.25,66.4,85.36,78.03,85.24,82.54,88.54,92.77,87.17,63.52,62.92,56.43,54.72,70.37,69.28,64.91,25.532,0.265,0.162,28.677,0.878,0.614,11.443,17.663,0.298,0.27,0.396,0.308,35.073,-2.915,-0.184,0.433
E08000036,Wakefield,E01011892,Wakefield 022B,217500,54.4,54.21,40.58,48.62,72.61,72.44,61.8,66.74,72.12,60.99,68.45,79.38,75.37,71.23,63.19,66.29,53.5,56.91,67.6,62.34,63.72,84.54,79.15,78.89,83.44,90.9,92.07,87.59,62.02,60.64,48.5,54.22,70.54,68.49,63.66,23.14,0.258,0.155,26.618,0.812,0.377,12.118,10.644,0.407,0.25,0.426,0.284,36.197,-3.057,-0.5,0.174
E08000036,Wakefield,E01011893,Wakefield 008C,205000,52.29,59.13,54.92,45.57,55.78,67.81,57.38,68.48,69.34,72.02,62.1,71.36,76.45,69.57,70.76,72.67,64.55,59.25,65.51,69.69,67.97,84.54,79.88,84.22,78.02,84.58,91.98,84.9,66.65,65.8,61.02,53.56,61.53,69.9,63.98,9.444,0.086,0.076,11.218,0.249,-0.433,13.105,14.647,0.122,0.062,-0.364,0.207,36.025,-2.297,-0.426,0.504
E08000036,Wakefield,E01011894,Wakefield 006C,271000,47.4,57.85,49.02,49.81,54.66,67.23,56.49,67.62,73.07,69.08,62.45,70.46,75.53,69.47,66.26,71.71,61.13,58.06,63.35,64.73,65.16,84.87,85.64,85.69,81.76,87.01,92.3,87.21,62.55,64.92,56.53,54.84,59.9,67.24,62.15,8.201,0.075,0.061,9.099,-0.118,-0.179,17.791,15.661,0.105,0.049,-0.823,0.213,37.68,-0.722,-0.376,0.539
E08000036,Wakefield,E01011895,Wakefield 006D,205678.5,49.57,57.5,52.36,51.47,57.12,68.69,58.02,67.34,67.28,71.08,62.69,69.65,75.03,68.45,66.63,72.78,62.85,59.18,65.19,65.13,66.19,84.27,82.35,85.98,81.29,86.05,91.7,86.28,63.23,64.89,58.97,56.12,61.89,68.05,63.22,16.453,0.173,0.107,19.367,0.599,-0.536,22.312,9.2,0.319,0.109,0.012,0.26,36.823,0.887,-0.525,0.036
E08000036,Wakefield,E01011896,Wakefield 008D,190000,52.3,63.68,57.52,50.88,62.6,68.9,61.8,68.27,70.19,74.02,65.66,75.04,76.13,70.77,69.11,75.84,66.68,61.53,70.83,67.84,69.64,84.47,81.72,86.61,81.16,87.11,91.94,86.6,65.56,69.59,63.36,57.26,67.45,69.51,66.71,20.995,0.207,0.143,21.694,0.584,0.338,14.837,22.711,0.381,0.132,0.109,0.274,33.277,-0.606,0.13,0.317
E08000036,Wakefield,E01011897,Wakefield 008E,176500,55.66,70.35,65.88,50.95,69.0,70.19,66.45,68.75,71.25,78.41,69.42,79.78,76.64,72.63,70.25,79.15,72.74,63.71,74.26,69.27,72.11,84.71,85.17,89.31,83.14,89.45,92.19,88.3,67.11,74.57,70.38,58.65,72.29,70.81,70.01,34.81,0.342,0.224,37.927,1.141,0.99,14.517,14.865,0.354,0.386,0.847,0.33,30.0,-0.012,-0.07,-0.137
E08000036,Wakefield,E01011898,Wakefield 030A,130500,57.58,53.73,57.99,69.94,74.16,70.31,66.87,65.87,77.35,73.59,79.76,83.55,74.52,74.19,68.16,74.38,72.87,73.57,81.83,68.53,74.07,83.32,79.57,86.75,89.24,91.74,91.02,89.11,65.79,64.13,66.88,72.48,78.6,70.35,71.33,29.401,0.29,0.158,45.695,0.799,0.435,11.267,35.646,0.539,0.256,1.293,0.323,28.555,-0.845,0.443,0.874
E08000036,Wakefield,E01011899,Wakefield 026A,140000,53.38,60.11,40.2,55.69,69.94,73.43,63.82,66.02,81.35,60.39,75.17,81.41,75.19,73.56,66.4,76.05,64.35,69.01,76.71,66.46,71.31,85.12,82.29,77.79,85.06,90.98,92.63,88.44,63.75,68.4,54.16,63.73,74.02,70.86,68.62,47.045,0.508,0.252,54.401,1.168,1.772,9.341,11.406,0.737,0.331,1.1,0.413,31.425,-2.636,-0.845,0.54
E08000036,Wakefield,E01011900,Wakefield 026B,171000,58.2,68.13,55.65,67.22,84.48,73.97,73.71,66.47,83.55,69.58,80.53,87.3,75.27,76.04,68.84,78.84,71.7,74.71,86.07,68.84,76.27,84.24,86.26,82.2,88.2,94.15,91.78,90.37,66.45,73.92,65.1,71.93,85.55,72.22,75.36,40.144,0.39,0.239,42.828,1.355,1.257,8.182,22.204,0.504,0.386,0.694,0.384,24.659,-1.37,0.057,0.422
E08000036,Wakefield,E01011901,Wakefield 026C,:,56.61,69.45,51.46,63.66,80.93,74.25,72.01,66.42,84.93,66.87,78.73,86.17,75.42,75.7,68.0,78.96,69.59,72.56,83.52,68.02,74.9,84.6,86.91,80.91,87.63,93.54,92.11,90.2,65.55,74.74,62.06,69.19,82.62,71.98,73.94,51.758,0.598,0.273,65.436,1.293,0.932,6.206,14.059,0.733,0.598,1.203,0.476,26.044,-2.767,-0.238,0.142
E08000036,Wakefield,E01011902,Wakefield 028A,225000,60.49,58.41,47.65,67.74,71.09,71.03,66.89,65.86,76.39,63.36,78.92,77.01,74.12,72.63,66.62,71.04,61.45,69.6,75.52,66.48,70.21,83.84,80.08,78.23,86.43,88.91,91.45,87.48,65.46,65.1,55.91,69.52,73.72,69.68,69.2,21.776,0.183,0.132,21.746,0.523,0.748,8.071,35.76,0.316,0.121,0.168,0.268,30.712,-3.258,0.509,0.73
E08000036,Wakefield,E01011903,Wakefield 028B,250000,50.82,57.39,40.63,53.66,65.54,71.24,60.85,65.03,78.06,57.93,72.76,77.03,73.95,71.41,64.85,75.22,63.58,67.98,74.78,64.94,69.89,84.7,83.18,78.09,86.08,91.23,92.19,88.69,62.05,66.44,53.84,62.16,70.86,69.04,66.52,28.328,0.228,0.213,18.781,0.605,1.542,8.785,19.168,0.327,0.128,-0.751,0.31,33.478,-4.712,-0.21,0.632
E08000036,Wakefield,E01011904,Wakefield 026D,225000,54.64,66.18,46.34,61.68,75.74,73.54,68.69,66.25,84.83,64.71,79.65,84.95,75.34,75.51,67.43,79.99,69.86,74.18,82.61,67.71,74.91,84.82,86.28,80.95,88.56,93.86,92.35,90.51,64.73,73.46,59.92,69.21,79.77,71.5,72.6,48.762,0.509,0.271,69.311,1.124,1.37,6.396,6.631,0.659,0.315,1.651,0.429,27.538,-3.169,-0.665,-0.133
E08000036,Wakefield,E01011905,Wakefield 028C,220000,54.74,59.64,42.38,56.74,66.64,70.22,62.84,65.35,77.69,59.98,75.25,75.42,73.9,71.66,64.55,72.64,60.18,65.52,71.64,63.94,67.97,83.73,81.48,76.41,84.48,89.31,91.31,87.19,62.78,66.5,52.83,62.48,69.7,68.1,66.33,6.283,0.06,0.057,9.25,-0.311,-0.084,9.222,13.119,0.12,0.044,-0.622,0.203,33.634,-4.111,-0.281,0.112
E08000036,Wakefield,E01011906,Wakefield 030B,:,53.28,49.04,51.97,60.06,64.83,67.88,59.97,64.83,71.36,68.83,73.17,78.75,73.38,70.89,65.83,69.78,66.22,66.39,72.91,65.73,68.71,82.45,74.82,83.41,85.4,88.75,90.23,86.45,63.19,59.37,60.53,64.18,69.69,67.83,65.51,57.422,0.576,0.292,82.564,1.188,1.613,16.319,10.291,0.787,0.625,2.092,0.465,34.396,-0.377,-0.282,-0.27
E08000036,Wakefield,E01011907,Wakefield 028D,132500,61.64,67.08,61.17,75.94,89.51,75.06,77.29,67.14,83.81,74.69,86.47,91.96,75.89,78.23,70.22,79.23,73.66,79.01,89.73,70.59,78.58,84.03,87.98,85.47,91.54,95.86,91.59,91.86,68.2,73.55,68.71,78.26,89.88,73.59,78.17,36.456,0.304,0.215,34.077,0.749,1.531,8.111,47.418,0.405,0.313,-0.119,0.392,21.839,-0.982,0.809,0.943
E08000036,Wakefield,E01011908,Wakefield 030C,168000,56.53,55.12,57.68,72.4,77.04,70.13,68.37,65.53,77.52,71.05,79.56,85.3,74.43,74.27,69.16,76.58,74.51,76.26,86.03,69.9,76.42,83.25,82.45,86.81,90.84,93.67,91.01,90.31,66.15,65.8,67.54,74.85,82.09,70.9,73.16,27.482,0.248,0.148,36.816,0.586,0.954,10.395,36.617,0.377,0.172,0.447,0.368,26.663,-0.82,0.555,0.696
E08000036,Wakefield,E01011909,Wakefield 020A,227000,56.74,49.01,66.83,51.34,65.19,70.13,59.82,66.25,69.74,76.59,71.05,74.19,74.14,70.4,63.44,69.74,73.55,59.32,70.22,62.96,66.24,83.84,80.39,89.03,82.19,86.65,91.31,86.45,62.64,59.25,71.16,56.78,68.26,67.62,64.12,21.542,0.242,0.161,25.101,0.249,0.472,18.195,8.768,0.473,0.126,0.337,0.281,35.586,-0.042,-0.385,-0.271
E08000036,Wakefield,E01011910,Wakefield 020B,165000,60.9,66.18,78.91,68.84,81.88,72.98,73.9,66.68,80.45,83.69,80.72,86.97,75.0,75.9,67.0,79.95,82.0,69.93,83.35,66.84,74.68,83.62,89.37,90.69,86.64,92.34,91.15,90.03,65.91,73.2,81.17,70.29,83.0,70.82,74.59,54.522,0.519,0.295,58.66,1.715,1.488,16.434,19.906,0.707,0.442,0.662,0.5,25.111,1.259,0.02,0.261
E08000036,Wakefield,E01011911,Wakefield 020C,147500,56.28,53.68,61.19,55.49,68.95,69.27,62.55,65.66,74.15,76.39,74.37,80.92,73.95,72.36,65.44,74.03,73.94,65.1,77.79,65.25,70.61,83.66,86.95,88.86,85.73,90.98,91.27,89.12,63.73,63.78,68.94,61.67,74.1,68.29,67.65,47.47,0.473,0.275,58.615,1.078,1.361,20.938,14.529,0.57,0.478,0.902,0.467,31.924,1.475,-0.07,-0.184
E08000036,Wakefield,E01011912,Wakefield 017B,255950,63.84,65.94,82.92,77.1,90.52,75.31,78.7,67.79,80.98,84.5,84.81,90.44,75.97,77.79,71.62,82.21,85.56,78.84,91.18,72.05,80.43,84.54,87.26,92.87,88.97,94.49,91.96,91.35,69.68,74.08,84.84,78.55,90.99,74.4,79.66,46.583,0.381,0.235,44.66,1.492,2.42,10.933,39.423,0.478,0.336,0.525,0.412,20.342,0.134,0.717,0.493
E08000036,Wakefield,E01011913,Wakefield 017C,110000,63.56,69.81,84.09,80.01,92.72,75.04,80.9,67.3,82.65,86.29,85.4,91.87,75.73,78.14,70.59,83.72,87.16,79.31,93.72,70.99,81.05,84.07,88.07,92.6,89.55,95.27,91.59,91.63,68.89,76.84,86.28,80.08,93.32,73.76,80.9,43.852,0.398,0.181,64.45,0.965,1.082,17.532,56.3,0.505,0.316,0.802,0.535,19.057,2.064,1.043,0.886
E08000036,Wakefield,E01011914,Wakefield 020D,146000,59.68,60.48,67.29,68.12,79.54,71.26,70.72,66.31,80.32,79.71,81.35,87.48,74.7,75.8,67.43,76.8,75.76,69.96,82.5,67.39,73.88,83.78,88.75,90.25,89.39,94.3,91.4,91.18,65.86,68.86,72.66,70.04,81.55,70.26,72.9,42.695,0.46,0.263,57.657,0.973,0.821,15.955,15.746,0.555,0.443,1.102,0.434,26.825,0.909,-0.085,0.017
E08000036,Wakefield,E01011915,Wakefield 020E,95000,61.99,65.42,74.54,76.87,87.84,73.14,76.9,66.53,81.02,81.61,83.12,89.98,74.9,76.75,69.68,80.19,81.16,75.99,88.91,69.97,78.13,83.35,84.14,88.87,88.54,94.03,90.98,90.21,67.84,72.94,78.76,76.92,88.62,72.34,77.66,43.678,0.48,0.225,50.389,1.112,1.264,15.587,29.787,0.671,0.417,0.603,0.442,22.171,1.319,0.344,0.558
E08000036,Wakefield,E01011916,Wakefield 017D,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000036,Wakefield,E01011917,Wakefield 030D,239995,54.35,47.33,46.76,67.06,73.3,68.52,63.29,65.14,72.06,63.3,76.56,82.71,74.12,72.29,68.63,73.61,70.88,75.5,86.09,69.75,75.5,83.13,79.34,82.73,88.4,91.67,90.94,88.64,65.27,60.16,60.6,71.94,80.31,70.06,70.49,55.834,0.538,0.268,71.416,1.312,1.835,12.417,31.793,0.753,0.501,1.423,0.488,29.363,-0.597,0.29,0.858
E08000036,Wakefield,E01011918,Wakefield 026E,230000,53.5,52.56,40.1,50.23,69.15,72.86,60.52,66.16,76.23,59.29,70.7,79.4,75.31,71.86,65.25,70.06,59.68,62.83,71.61,64.83,67.37,85.59,79.35,77.17,82.41,89.54,93.09,87.27,63.06,61.6,51.56,58.0,71.0,69.84,65.11,26.11,0.306,0.153,36.622,0.742,0.727,10.578,8.446,0.439,0.231,0.962,0.3,34.815,-3.522,-0.872,0.243
E08000036,Wakefield,E01011919,Wakefield 022C,125500,60.29,63.95,62.34,69.29,85.68,75.31,74.01,66.86,80.31,74.83,80.46,87.44,75.66,75.91,69.2,76.33,72.81,74.05,85.98,69.07,75.89,84.0,82.86,84.74,88.16,94.06,91.55,90.02,67.2,70.48,68.77,72.49,86.05,72.98,75.27,35.001,0.363,0.186,39.369,0.914,1.225,10.864,33.287,0.518,0.273,0.45,0.384,24.603,-0.345,0.583,0.274
E08000036,Wakefield,E01011920,Wakefield 019A,147000,62.97,60.12,68.77,76.02,89.45,75.76,75.98,67.32,78.05,78.0,82.44,88.28,75.75,76.32,72.62,78.92,78.08,79.16,90.76,73.35,79.94,84.2,80.34,87.79,88.41,93.87,91.69,89.97,70.06,69.46,74.48,78.06,90.19,75.19,78.2,25.986,0.235,0.109,34.542,0.791,1.104,11.418,33.565,0.442,0.237,0.307,0.364,21.802,0.148,0.283,1.036
E08000036,Wakefield,E01011921,Wakefield 022D,195000,56.71,66.82,48.5,61.5,79.66,75.15,70.53,66.62,82.74,65.2,76.92,86.01,75.68,75.17,67.39,76.18,65.55,70.1,80.72,67.06,72.91,85.01,85.8,80.33,86.05,92.9,92.54,89.67,65.21,72.05,58.55,66.91,80.63,71.96,72.26,23.861,0.225,0.15,25.569,0.714,0.863,8.341,22.252,0.392,0.151,0.351,0.284,27.931,-2.008,0.22,0.038
E08000036,Wakefield,E01011922,Wakefield 026F,144000,53.39,55.69,39.96,52.41,68.61,73.5,61.65,66.15,79.31,59.9,73.37,80.33,75.41,72.88,64.84,72.03,59.5,63.76,71.35,64.58,67.63,85.46,80.14,77.48,83.56,89.99,92.96,87.7,62.77,64.25,51.42,59.6,70.67,70.03,65.77,58.198,0.501,0.309,67.319,1.987,1.917,10.407,11.496,0.532,0.579,1.573,0.428,34.163,-3.222,-0.425,0.163
E08000036,Wakefield,E01011923,Wakefield 019B,250000,63.51,59.12,75.15,69.3,86.33,75.85,73.92,68.79,78.51,82.5,83.09,90.0,76.8,77.58,71.51,77.99,80.84,73.59,86.18,71.55,77.37,85.47,85.1,92.29,88.5,94.62,92.86,91.36,69.67,68.56,78.88,72.47,86.57,74.48,76.14,8.014,0.08,0.063,3.083,-0.574,-0.329,6.77,39.043,0.1,0.074,-1.183,0.145,23.892,-1.901,0.704,0.492
E08000036,Wakefield,E01011924,Wakefield 019C,190000,60.92,52.9,61.85,61.14,79.59,74.8,67.78,67.09,70.71,71.56,73.65,81.46,75.28,72.54,69.3,71.84,70.53,67.31,80.06,68.98,72.51,83.82,73.77,83.54,82.39,89.26,91.3,86.29,67.44,62.25,67.21,65.14,80.04,72.67,70.74,18.959,0.21,0.112,25.446,0.156,0.708,8.475,21.203,0.387,0.12,0.153,0.305,29.208,-2.33,0.137,0.133
